order_id,date,supplier,category,warehouse,order_qty,unit_cost,order_value,lead_time_days,expected_lead_days,on_time_delivery,defect_qty,defect_rate
ORD0514,2025-08-21,ColdChain Dairy,Dairy,Dandenong,473,4.2,1953.97,1,1,1,5,0.05
ORD0515,2025-11-23,ColdChain Dairy,Dairy,Tullamarine,447,4.2,1805.78,1,1,1,2,0.02
ORD0516,2025-07-12,VicGreens,Produce,Tullamarine,376,3.5,1364.2,1,2,1,8,0.08
ORD0517,2025-11-15,BakeryDirect,Bakery,Tullamarine,100,2.8,275.83,1,1,1,5,0.05
ORD0518,2025-09-24,SnackHouse,Snacks,Laverton,476,2.1,1046.59,6,5,1,3,0.03
ORD0519,2025-09-27,Pacific Produce,Produce,Tullamarine,107,3.5,390.34,3,2,1,12,0.12
ORD0520,2025-06-08,Pacific Produce,Produce,Tullamarine,249,3.5,881.39,2,2,1,6,0.06
ORD0521,2025-11-10,Aussie Meats,Meat,Laverton,281,12.0,3445.65,1,2,1,5,0.05
ORD0522,2025-09-25,BakeryDirect,Bakery,Tullamarine,302,2.8,833.18,1,1,1,6,0.06
ORD0523,2025-11-09,BakeryDirect,Bakery,Dandenong,97,2.8,279.11,1,1,1,1,0.01
ORD0524,2025-09-21,DrinksCo,Beverages,Tullamarine,202,1.9,384.49,3,4,1,2,0.02
ORD0525,2025-07-29,ColdChain Dairy,Dairy,Tullamarine,361,4.2,1534.39,1,1,1,4,0.04
ORD0526,2025-08-31,FreshFarm Co,Produce,Tullamarine,103,3.5,359.83,1,2,1,6,0.06
ORD0527,2025-11-05,SeaFresh,Frozen,Dandenong,269,6.5,1792.03,6,3,0,4,0.04
ORD0528,2025-09-13,Pacific Produce,Produce,Tullamarine,408,3.5,1490.08,2,2,1,5,0.05
ORD0529,2025-07-09,VicGreens,Produce,Laverton,413,3.5,1433.54,2,2,0,9,0.09
ORD0530,2025-06-26,Pacific Produce,Produce,Tullamarine,182,3.5,655.71,1,2,1,5,0.05
ORD0531,2025-11-15,SeaFresh,Frozen,Tullamarine,168,6.5,1037.5,3,3,1,9,0.09
ORD0532,2025-07-15,SeaFresh,Frozen,Laverton,151,6.5,1022.94,6,3,0,7,0.07
ORD0533,2025-10-04,BakeryDirect,Bakery,Tullamarine,437,2.8,1252.28,1,1,1,1,0.01
ORD0534,2025-07-30,BakeryDirect,Bakery,Dandenong,96,2.8,281.9,1,1,1,3,0.03
ORD0535,2025-09-27,Pacific Produce,Produce,Tullamarine,275,3.5,990.65,2,2,1,12,0.12
ORD0536,2025-11-12,FreshFarm Co,Produce,Dandenong,459,3.5,1564.68,1,2,1,8,0.08
ORD0537,2025-09-17,SeaFresh,Frozen,Tullamarine,447,6.5,2793.98,3,3,1,3,0.03
ORD0538,2025-09-07,Pacific Produce,Produce,Tullamarine,370,3.5,1244.83,2,2,1,11,0.11
ORD0539,2025-10-16,Aussie Meats,Meat,Tullamarine,249,12.0,3105.19,1,2,1,4,0.04
ORD0540,2025-11-11,GrocerPlus,Snacks,Tullamarine,266,2.1,565.16,6,5,1,1,0.01
ORD0541,2025-06-10,FreshFarm Co,Produce,Tullamarine,254,3.5,915.24,2,2,1,7,0.07
ORD0542,2025-07-09,BakeryDirect,Bakery,Dandenong,491,2.8,1441.3,1,1,1,1,0.01
ORD0543,2025-09-09,Aussie Meats,Meat,Tullamarine,482,12.0,6047.47,2,2,1,8,0.08
ORD0544,2025-07-02,DrinksCo,Beverages,Laverton,442,1.9,875.03,5,4,0,1,0.01
ORD0545,2025-07-01,Aussie Meats,Meat,Laverton,310,12.0,3845.37,2,2,0,5,0.05
ORD0546,2025-08-16,Aussie Meats,Meat,Tullamarine,123,12.0,1534.3,2,2,1,7,0.07
ORD0547,2025-10-25,ColdChain Dairy,Dairy,Laverton,383,4.2,1667.31,1,1,1,5,0.05
ORD0548,2025-06-17,GrocerPlus,Snacks,Dandenong,458,2.1,946.41,7,5,0,4,0.04
ORD0549,2025-08-17,Pacific Produce,Produce,Dandenong,62,3.5,218.17,4,2,0,9,0.09
ORD0550,2025-09-18,SnackHouse,Snacks,Dandenong,248,2.1,517.17,5,5,1,2,0.02
ORD0551,2025-07-10,FreshFarm Co,Produce,Dandenong,146,3.5,528.71,2,2,1,14,0.14
ORD0552,2025-08-15,Pacific Produce,Produce,Laverton,264,3.5,909.36,4,2,0,7,0.07
ORD0553,2025-07-30,FreshFarm Co,Produce,Dandenong,235,3.5,798.06,3,2,0,8,0.08
ORD0554,2025-07-02,DrinksCo,Beverages,Tullamarine,142,1.9,279.2,5,4,1,1,0.01
ORD0555,2025-10-10,SnackHouse,Snacks,Tullamarine,299,2.1,622.87,4,5,1,2,0.02
ORD0556,2025-11-14,VicGreens,Produce,Dandenong,405,3.5,1383.89,1,2,1,11,0.11
ORD0557,2025-09-06,SeaFresh,Frozen,Tullamarine,321,6.5,2044.15,3,3,1,4,0.04
ORD0558,2025-09-14,VicGreens,Produce,Laverton,378,3.5,1363.79,1,2,1,7,0.07
ORD0559,2025-10-15,SnackHouse,Snacks,Dandenong,329,2.1,681.28,5,5,1,2,0.02
ORD0560,2025-07-11,FreshFarm Co,Produce,Laverton,232,3.5,803.54,2,2,1,13,0.13
ORD0561,2025-11-14,VicGreens,Produce,Laverton,273,3.5,940.71,1,2,1,9,0.09
ORD0562,2025-08-27,Pacific Produce,Produce,Tullamarine,273,3.5,956.81,2,2,1,13,0.13
ORD0563,2025-09-22,FreshFarm Co,Produce,Tullamarine,86,3.5,293.05,2,2,1,6,0.06
ORD0564,2025-08-23,SnackHouse,Snacks,Tullamarine,393,2.1,847.61,5,5,1,1,0.01
ORD0565,2025-07-16,FreshFarm Co,Produce,Tullamarine,281,3.5,1009.62,1,2,1,10,0.1
ORD0566,2025-10-15,BakeryDirect,Bakery,Dandenong,281,2.8,821.97,1,1,1,4,0.04
ORD0567,2025-09-24,Aussie Meats,Meat,Tullamarine,329,12.0,3840.89,2,2,1,4,0.04
ORD0568,2025-09-16,ColdChain Dairy,Dairy,Dandenong,481,4.2,1987.59,2,1,1,2,0.02
ORD0569,2025-07-12,Pacific Produce,Produce,Tullamarine,95,3.5,334.51,2,2,1,7,0.07
ORD0570,2025-08-16,FreshFarm Co,Produce,Laverton,204,3.5,713.75,2,2,1,8,0.08
ORD0571,2025-07-12,SeaFresh,Frozen,Tullamarine,108,6.5,720.96,4,3,0,7,0.07
ORD0572,2025-06-17,DrinksCo,Beverages,Dandenong,263,1.9,524.32,4,4,1,4,0.04
ORD0573,2025-08-30,DrinksCo,Beverages,Laverton,436,1.9,814.55,5,4,1,1,0.01
ORD0574,2025-06-16,Aussie Meats,Meat,Dandenong,451,12.0,5271.42,2,2,0,5,0.05
ORD0575,2025-10-03,FreshFarm Co,Produce,Tullamarine,446,3.5,1491.31,1,2,1,7,0.07
ORD0576,2025-10-27,Aussie Meats,Meat,Dandenong,410,12.0,4907.29,2,2,1,9,0.09
ORD0577,2025-07-25,Pacific Produce,Produce,Tullamarine,319,3.5,1064.16,4,2,0,10,0.1
ORD0578,2025-08-23,VicGreens,Produce,Dandenong,322,3.5,1130.88,2,2,0,7,0.07
ORD0579,2025-09-03,ColdChain Dairy,Dairy,Laverton,335,4.2,1383.62,1,1,0,3,0.03
ORD0580,2025-10-20,SeaFresh,Frozen,Laverton,265,6.5,1682.37,5,3,0,5,0.05
ORD0581,2025-11-27,FreshFarm Co,Produce,Tullamarine,206,3.5,688.39,2,2,0,8,0.08
ORD0582,2025-11-25,SeaFresh,Frozen,Laverton,94,6.5,632.84,6,3,0,9,0.09
ORD0583,2025-07-02,VicGreens,Produce,Dandenong,118,3.5,413.52,2,2,1,7,0.07
ORD0584,2025-09-07,SeaFresh,Frozen,Tullamarine,379,6.5,2479.18,4,3,1,8,0.08
ORD0585,2025-08-01,Aussie Meats,Meat,Tullamarine,457,12.0,5413.52,3,2,1,8,0.08
ORD0586,2025-07-01,ColdChain Dairy,Dairy,Dandenong,169,4.2,731.17,2,1,1,3,0.03
ORD0587,2025-07-05,Aussie Meats,Meat,Laverton,251,12.0,2861.94,3,2,1,5,0.05
ORD0588,2025-11-15,ColdChain Dairy,Dairy,Dandenong,106,4.2,442.58,2,1,1,2,0.02
ORD0589,2025-09-17,SeaFresh,Frozen,Tullamarine,136,6.5,914.23,4,3,0,5,0.05
ORD0590,2025-06-06,VicGreens,Produce,Dandenong,425,3.5,1522.1,1,2,1,5,0.05
ORD0591,2025-10-09,Pacific Produce,Produce,Dandenong,88,3.5,299.29,2,2,1,10,0.1
ORD0592,2025-07-27,BakeryDirect,Bakery,Tullamarine,69,2.8,197.08,1,1,1,1,0.01
ORD0593,2025-07-06,ColdChain Dairy,Dairy,Tullamarine,325,4.2,1377.32,1,1,1,0,0.0
ORD0594,2025-11-10,Pacific Produce,Produce,Dandenong,182,3.5,645.12,1,2,1,12,0.12
ORD0595,2025-10-28,SeaFresh,Frozen,Dandenong,232,6.5,1483.68,5,3,0,5,0.05
ORD0596,2025-06-23,Aussie Meats,Meat,Dandenong,62,12.0,771.6,2,2,1,10,0.1
ORD0597,2025-11-21,FreshFarm Co,Produce,Tullamarine,124,3.5,423.78,1,2,1,7,0.07
ORD0598,2025-11-05,DrinksCo,Beverages,Dandenong,445,1.9,864.88,5,4,0,1,0.01
ORD0599,2025-08-15,Aussie Meats,Meat,Dandenong,445,12.0,5119.3,1,2,1,11,0.11
ORD0600,2025-10-05,SeaFresh,Frozen,Laverton,106,6.5,666.68,6,3,0,3,0.03
ORD0601,2025-06-14,Aussie Meats,Meat,Dandenong,437,12.0,5400.22,2,2,1,8,0.08
ORD0602,2025-06-08,VicGreens,Produce,Laverton,395,3.5,1335.48,2,2,1,11,0.11
ORD0603,2025-09-15,SnackHouse,Snacks,Tullamarine,269,2.1,551.01,5,5,1,2,0.02
ORD0604,2025-08-01,FreshFarm Co,Produce,Dandenong,433,3.5,1588.67,2,2,1,13,0.13
ORD0605,2025-06-19,SeaFresh,Frozen,Dandenong,60,6.5,373.75,6,3,0,5,0.05
ORD0606,2025-06-21,Pacific Produce,Produce,Laverton,384,3.5,1402.14,2,2,1,15,0.15
ORD0607,2025-07-03,FreshFarm Co,Produce,Tullamarine,177,3.5,594.9,1,2,1,9,0.09
ORD0608,2025-09-23,SeaFresh,Frozen,Tullamarine,188,6.5,1239.39,3,3,1,8,0.08
ORD0609,2025-07-29,VicGreens,Produce,Dandenong,466,3.5,1684.37,2,2,1,7,0.07
ORD0610,2025-10-02,Pacific Produce,Produce,Tullamarine,226,3.5,765.62,3,2,1,14,0.14
ORD0611,2025-09-09,DrinksCo,Beverages,Dandenong,177,1.9,336.41,5,4,1,5,0.05
ORD0612,2025-07-21,Pacific Produce,Produce,Dandenong,218,3.5,738.96,3,2,1,7,0.07
ORD0613,2025-07-09,ColdChain Dairy,Dairy,Tullamarine,254,4.2,1102.17,1,1,1,4,0.04
ORD0614,2025-07-10,FreshFarm Co,Produce,Dandenong,326,3.5,1113.58,2,2,0,11,0.11
ORD0615,2025-07-26,ColdChain Dairy,Dairy,Tullamarine,432,4.2,1820.48,1,1,1,2,0.02
ORD0616,2025-11-23,Aussie Meats,Meat,Tullamarine,431,12.0,5109.91,2,2,0,6,0.06
ORD0617,2025-06-30,ColdChain Dairy,Dairy,Dandenong,294,4.2,1199.67,1,1,1,4,0.04
ORD0618,2025-08-26,FreshFarm Co,Produce,Dandenong,83,3.5,277.33,2,2,1,10,0.1
ORD0619,2025-07-18,SeaFresh,Frozen,Tullamarine,77,6.5,514.71,4,3,1,6,0.06
ORD0620,2025-07-13,FreshFarm Co,Produce,Tullamarine,125,3.5,426.17,3,2,1,9,0.09
ORD0621,2025-11-17,FreshFarm Co,Produce,Dandenong,237,3.5,856.5,2,2,1,11,0.11
ORD0622,2025-10-24,ColdChain Dairy,Dairy,Tullamarine,267,4.2,1066.4,1,1,1,2,0.02
ORD0623,2025-11-07,VicGreens,Produce,Laverton,475,3.5,1677.17,1,2,1,7,0.07
ORD0624,2025-06-20,Pacific Produce,Produce,Tullamarine,432,3.5,1455.2,2,2,0,7,0.07
ORD0625,2025-11-11,FreshFarm Co,Produce,Dandenong,204,3.5,690.05,2,2,1,11,0.11
ORD0626,2025-10-01,FreshFarm Co,Produce,Tullamarine,238,3.5,858.25,2,2,1,4,0.04
ORD0627,2025-10-05,GrocerPlus,Snacks,Tullamarine,54,2.1,109.29,6,5,1,2,0.02
ORD0628,2025-06-27,SnackHouse,Snacks,Dandenong,422,2.1,916.48,7,5,0,2,0.02
ORD0629,2025-10-25,FreshFarm Co,Produce,Dandenong,324,3.5,1095.92,2,2,1,9,0.09
ORD0630,2025-07-26,SeaFresh,Frozen,Tullamarine,479,6.5,3106.03,5,3,0,10,0.1
ORD0631,2025-10-27,VicGreens,Produce,Dandenong,76,3.5,271.22,1,2,1,6,0.06
ORD0632,2025-06-28,Pacific Produce,Produce,Dandenong,323,3.5,1145.73,2,2,0,11,0.11
ORD0633,2025-07-30,FreshFarm Co,Produce,Laverton,449,3.5,1626.14,3,2,1,2,0.02
ORD0634,2025-08-25,FreshFarm Co,Produce,Dandenong,400,3.5,1426.47,4,2,0,7,0.07
ORD0635,2025-07-22,BakeryDirect,Bakery,Dandenong,400,2.8,1094.55,1,1,1,3,0.03
ORD0636,2025-10-08,BakeryDirect,Bakery,Laverton,309,2.8,888.77,1,1,1,4,0.04
ORD0637,2025-11-13,ColdChain Dairy,Dairy,Tullamarine,113,4.2,465.5,1,1,1,1,0.01
ORD0638,2025-07-01,FreshFarm Co,Produce,Laverton,218,3.5,739.57,3,2,1,5,0.05
ORD0639,2025-11-01,Pacific Produce,Produce,Tullamarine,213,3.5,722.03,1,2,1,13,0.13
ORD0640,2025-09-14,SeaFresh,Frozen,Dandenong,143,6.5,957.44,5,3,0,6,0.06
ORD0641,2025-09-30,FreshFarm Co,Produce,Tullamarine,282,3.5,947.79,2,2,0,8,0.08
ORD0642,2025-10-31,SeaFresh,Frozen,Dandenong,378,6.5,2447.97,4,3,1,10,0.1
ORD0643,2025-09-03,SnackHouse,Snacks,Laverton,498,2.1,1078.06,6,5,1,0,0.0
ORD0644,2025-06-15,FreshFarm Co,Produce,Tullamarine,452,3.5,1535.28,4,2,0,6,0.06
ORD0645,2025-09-28,FreshFarm Co,Produce,Dandenong,195,3.5,700.94,4,2,0,8,0.08
ORD0646,2025-09-08,Aussie Meats,Meat,Dandenong,213,12.0,2579.7,2,2,1,8,0.08
ORD0647,2025-07-16,ColdChain Dairy,Dairy,Tullamarine,310,4.2,1277.8,1,1,1,2,0.02
ORD0648,2025-10-19,ColdChain Dairy,Dairy,Dandenong,494,4.2,2098.62,1,1,1,2,0.02
ORD0649,2025-09-14,FreshFarm Co,Produce,Tullamarine,183,3.5,632.95,1,2,1,9,0.09
ORD0650,2025-09-18,VicGreens,Produce,Dandenong,468,3.5,1585.08,2,2,1,6,0.06
ORD0651,2025-10-26,VicGreens,Produce,Laverton,106,3.5,368.19,2,2,1,5,0.05
ORD0652,2025-07-24,Pacific Produce,Produce,Tullamarine,363,3.5,1304.08,3,2,1,11,0.11
ORD0653,2025-11-08,SeaFresh,Frozen,Tullamarine,237,6.5,1586.72,4,3,1,5,0.05
ORD0654,2025-06-13,BakeryDirect,Bakery,Laverton,132,2.8,380.25,1,1,1,2,0.02
ORD0655,2025-06-19,BakeryDirect,Bakery,Tullamarine,450,2.8,1244.98,1,1,1,4,0.04
ORD0656,2025-11-14,SnackHouse,Snacks,Tullamarine,55,2.1,118.68,4,5,1,3,0.03
ORD0657,2025-07-01,Aussie Meats,Meat,Tullamarine,483,12.0,5703.6,1,2,1,10,0.1
ORD0658,2025-07-10,DrinksCo,Beverages,Tullamarine,440,1.9,804.98,4,4,1,5,0.05
ORD0659,2025-10-15,Pacific Produce,Produce,Dandenong,78,3.5,263.64,3,2,0,15,0.15
ORD0660,2025-06-06,GrocerPlus,Snacks,Dandenong,159,2.1,343.02,7,5,0,7,0.07
ORD0661,2025-09-22,GrocerPlus,Snacks,Laverton,102,2.1,206.35,9,5,0,3,0.03
ORD0662,2025-07-14,Pacific Produce,Produce,Tullamarine,227,3.5,827.9,1,2,1,5,0.05
ORD0663,2025-06-10,VicGreens,Produce,Tullamarine,53,3.5,190.48,1,2,1,11,0.11
ORD0664,2025-10-16,GrocerPlus,Snacks,Tullamarine,468,2.1,949.66,5,5,1,1,0.01
ORD0665,2025-09-23,Aussie Meats,Meat,Dandenong,138,12.0,1598.15,2,2,0,1,0.01
ORD0666,2025-07-05,DrinksCo,Beverages,Dandenong,469,1.9,914.32,4,4,1,2,0.02
ORD0667,2025-09-20,Pacific Produce,Produce,Dandenong,247,3.5,856.04,1,2,0,16,0.16
ORD0668,2025-10-27,VicGreens,Produce,Laverton,401,3.5,1467.59,1,2,0,8,0.08
ORD0669,2025-09-09,VicGreens,Produce,Tullamarine,78,3.5,265.53,1,2,0,8,0.08
ORD0670,2025-11-15,FreshFarm Co,Produce,Tullamarine,490,3.5,1749.75,2,2,1,7,0.07
ORD0671,2025-11-03,VicGreens,Produce,Dandenong,170,3.5,592.78,2,2,1,13,0.13
ORD0672,2025-06-18,FreshFarm Co,Produce,Dandenong,415,3.5,1407.03,1,2,0,7,0.07
ORD0673,2025-06-08,SeaFresh,Frozen,Dandenong,372,6.5,2479.45,4,3,1,3,0.03
ORD0674,2025-06-17,Pacific Produce,Produce,Tullamarine,485,3.5,1770.34,1,2,1,9,0.09
ORD0675,2025-07-27,Pacific Produce,Produce,Tullamarine,490,3.5,1796.37,2,2,1,8,0.08
ORD0676,2025-11-05,ColdChain Dairy,Dairy,Tullamarine,227,4.2,952.41,1,1,1,3,0.03
ORD0677,2025-06-28,ColdChain Dairy,Dairy,Tullamarine,102,4.2,447.74,1,1,1,4,0.04
ORD0678,2025-09-04,Pacific Produce,Produce,Dandenong,132,3.5,447.7,2,2,1,7,0.07
ORD0679,2025-06-12,ColdChain Dairy,Dairy,Tullamarine,403,4.2,1616.84,1,1,1,4,0.04
ORD0680,2025-09-30,FreshFarm Co,Produce,Dandenong,302,3.5,1081.57,3,2,1,11,0.11
ORD0681,2025-11-12,BakeryDirect,Bakery,Tullamarine,301,2.8,851.44,1,1,1,3,0.03
ORD0682,2025-08-11,VicGreens,Produce,Laverton,367,3.5,1231.47,1,2,1,6,0.06
ORD0683,2025-06-21,Pacific Produce,Produce,Dandenong,52,3.5,174.91,2,2,0,9,0.09
ORD0684,2025-06-29,VicGreens,Produce,Tullamarine,388,3.5,1346.88,1,2,1,7,0.07
ORD0685,2025-07-24,BakeryDirect,Bakery,Tullamarine,66,2.8,187.66,1,1,1,3,0.03
ORD0686,2025-11-24,ColdChain Dairy,Dairy,Tullamarine,211,4.2,918.22,1,1,0,4,0.04
ORD0687,2025-09-22,DrinksCo,Beverages,Tullamarine,454,1.9,883.49,5,4,1,4,0.04
ORD0688,2025-11-16,SnackHouse,Snacks,Dandenong,384,2.1,846.0,6,5,1,3,0.03
ORD0689,2025-09-29,BakeryDirect,Bakery,Tullamarine,442,2.8,1223.76,1,1,1,3,0.03
ORD0690,2025-09-03,Pacific Produce,Produce,Dandenong,90,3.5,313.32,4,2,0,13,0.13
ORD0691,2025-11-30,FreshFarm Co,Produce,Tullamarine,63,3.5,229.4,1,2,1,8,0.08
ORD0692,2025-07-20,Aussie Meats,Meat,Tullamarine,183,12.0,2233.19,1,2,1,9,0.09
ORD0693,2025-11-27,Pacific Produce,Produce,Laverton,332,3.5,1117.1,3,2,1,8,0.08
ORD0694,2025-06-13,SeaFresh,Frozen,Laverton,340,6.5,2254.36,5,3,0,4,0.04
ORD0695,2025-07-23,BakeryDirect,Bakery,Tullamarine,290,2.8,785.62,1,1,1,4,0.04
ORD0696,2025-06-01,Pacific Produce,Produce,Tullamarine,87,3.5,304.14,1,2,1,9,0.09
ORD0697,2025-07-04,Pacific Produce,Produce,Laverton,117,3.5,397.51,3,2,1,10,0.1
ORD0698,2025-09-17,ColdChain Dairy,Dairy,Tullamarine,78,4.2,321.93,1,1,0,2,0.02
ORD0699,2025-07-16,DrinksCo,Beverages,Tullamarine,192,1.9,349.98,4,4,1,4,0.04
ORD0700,2025-11-04,FreshFarm Co,Produce,Tullamarine,182,3.5,649.86,1,2,1,8,0.08
ORD0701,2025-09-17,Pacific Produce,Produce,Tullamarine,217,3.5,745.71,1,2,1,10,0.1
ORD0702,2025-07-15,Aussie Meats,Meat,Laverton,218,12.0,2699.43,3,2,1,9,0.09
ORD0703,2025-09-15,VicGreens,Produce,Dandenong,50,3.5,170.41,1,2,1,5,0.05
ORD0704,2025-11-17,ColdChain Dairy,Dairy,Dandenong,435,4.2,1916.27,1,1,1,1,0.01
ORD0705,2025-08-08,BakeryDirect,Bakery,Laverton,305,2.8,814.92,1,1,0,4,0.04
ORD0706,2025-06-12,FreshFarm Co,Produce,Laverton,170,3.5,613.43,3,2,1,13,0.13
ORD0707,2025-06-07,SnackHouse,Snacks,Tullamarine,50,2.1,100.67,5,5,0,0,0.0
ORD0708,2025-07-30,VicGreens,Produce,Dandenong,59,3.5,214.18,3,2,0,4,0.04
ORD0709,2025-08-28,SeaFresh,Frozen,Tullamarine,265,6.5,1758.11,4,3,1,6,0.06
ORD0710,2025-11-26,ColdChain Dairy,Dairy,Laverton,118,4.2,480.95,1,1,1,2,0.02
ORD0711,2025-10-18,Pacific Produce,Produce,Tullamarine,181,3.5,603.72,1,2,0,11,0.11
ORD0712,2025-09-06,Pacific Produce,Produce,Dandenong,51,3.5,169.83,2,2,0,13,0.13
ORD0713,2025-11-01,GrocerPlus,Snacks,Laverton,174,2.1,378.07,8,5,0,4,0.04
ORD0714,2025-11-01,FreshFarm Co,Produce,Dandenong,99,3.5,349.06,3,2,1,8,0.08
ORD0715,2025-07-07,Pacific Produce,Produce,Tullamarine,419,3.5,1442.75,1,2,1,13,0.13
ORD0716,2025-08-08,BakeryDirect,Bakery,Laverton,225,2.8,622.45,1,1,1,5,0.05
ORD0717,2025-10-17,FreshFarm Co,Produce,Tullamarine,227,3.5,820.64,2,2,0,7,0.07
ORD0718,2025-10-21,Aussie Meats,Meat,Dandenong,357,12.0,4458.86,2,2,1,6,0.06
ORD0719,2025-06-20,Pacific Produce,Produce,Tullamarine,475,3.5,1726.77,3,2,1,12,0.12
ORD0720,2025-11-04,BakeryDirect,Bakery,Tullamarine,220,2.8,628.79,2,1,1,2,0.02
ORD0721,2025-10-09,BakeryDirect,Bakery,Dandenong,459,2.8,1292.81,1,1,1,0,0.0
ORD0722,2025-11-22,SeaFresh,Frozen,Tullamarine,450,6.5,2932.41,4,3,1,5,0.05
ORD0723,2025-07-19,SnackHouse,Snacks,Dandenong,196,2.1,413.59,4,5,1,1,0.01
ORD0724,2025-10-19,FreshFarm Co,Produce,Laverton,258,3.5,941.93,1,2,1,7,0.07
ORD0725,2025-07-27,SeaFresh,Frozen,Tullamarine,146,6.5,902.22,5,3,0,4,0.04
ORD0726,2025-06-17,Pacific Produce,Produce,Laverton,112,3.5,400.63,4,2,0,18,0.18
ORD0727,2025-08-26,Pacific Produce,Produce,Tullamarine,252,3.5,851.76,2,2,1,5,0.05
ORD0728,2025-11-15,SeaFresh,Frozen,Tullamarine,248,6.5,1564.84,4,3,1,5,0.05
ORD0729,2025-10-02,FreshFarm Co,Produce,Dandenong,419,3.5,1425.5,1,2,1,7,0.07
ORD0730,2025-08-08,GrocerPlus,Snacks,Laverton,109,2.1,228.78,7,5,0,3,0.03
ORD0731,2025-08-06,VicGreens,Produce,Laverton,184,3.5,615.82,2,2,1,6,0.06
ORD0732,2025-06-30,SeaFresh,Frozen,Laverton,302,6.5,1980.67,4,3,1,10,0.1
ORD0733,2025-11-11,DrinksCo,Beverages,Tullamarine,192,1.9,379.1,4,4,1,1,0.01
ORD0734,2025-06-26,SnackHouse,Snacks,Tullamarine,263,2.1,542.97,5,5,1,4,0.04
ORD0735,2025-10-28,BakeryDirect,Bakery,Dandenong,51,2.8,143.13,1,1,1,1,0.01
ORD0736,2025-08-24,FreshFarm Co,Produce,Tullamarine,202,3.5,720.49,1,2,0,10,0.1
ORD0737,2025-11-25,BakeryDirect,Bakery,Tullamarine,250,2.8,676.91,2,1,1,5,0.05
ORD0738,2025-08-18,FreshFarm Co,Produce,Tullamarine,158,3.5,542.77,1,2,1,7,0.07
ORD0739,2025-08-29,SeaFresh,Frozen,Laverton,348,6.5,2303.26,6,3,0,9,0.09
ORD0740,2025-06-03,DrinksCo,Beverages,Tullamarine,407,1.9,779.31,5,4,1,3,0.03
ORD0741,2025-11-07,Pacific Produce,Produce,Tullamarine,61,3.5,219.38,1,2,1,17,0.17
ORD0742,2025-06-26,FreshFarm Co,Produce,Tullamarine,387,3.5,1406.55,1,2,1,7,0.07
ORD0743,2025-07-28,FreshFarm Co,Produce,Laverton,279,3.5,980.91,3,2,1,4,0.04
ORD0744,2025-07-02,Pacific Produce,Produce,Dandenong,320,3.5,1164.62,2,2,1,9,0.09
ORD0745,2025-07-30,SeaFresh,Frozen,Tullamarine,373,6.5,2431.54,4,3,1,7,0.07
ORD0746,2025-08-11,FreshFarm Co,Produce,Dandenong,151,3.5,514.85,2,2,1,9,0.09
ORD0747,2025-08-09,Pacific Produce,Produce,Dandenong,158,3.5,563.45,3,2,1,13,0.13
ORD0748,2025-10-10,BakeryDirect,Bakery,Dandenong,448,2.8,1214.56,1,1,1,2,0.02
ORD0749,2025-10-08,Pacific Produce,Produce,Tullamarine,467,3.5,1574.93,2,2,0,15,0.15
ORD0750,2025-06-21,DrinksCo,Beverages,Dandenong,441,1.9,872.02,5,4,1,2,0.02
ORD0751,2025-11-25,FreshFarm Co,Produce,Tullamarine,406,3.5,1390.57,1,2,1,9,0.09
ORD0752,2025-08-10,Pacific Produce,Produce,Tullamarine,164,3.5,577.41,1,2,1,10,0.1
ORD0753,2025-07-01,DrinksCo,Beverages,Tullamarine,430,1.9,827.1,6,4,0,5,0.05
ORD0754,2025-08-05,Pacific Produce,Produce,Tullamarine,413,3.5,1493.42,2,2,1,16,0.16
ORD0755,2025-11-11,Aussie Meats,Meat,Tullamarine,213,12.0,2518.92,3,2,1,5,0.05
ORD0756,2025-11-22,SeaFresh,Frozen,Dandenong,183,6.5,1153.76,4,3,1,5,0.05
ORD0757,2025-06-02,Aussie Meats,Meat,Tullamarine,263,12.0,3202.54,1,2,1,5,0.05
ORD0758,2025-11-16,FreshFarm Co,Produce,Laverton,387,3.5,1406.2,1,2,0,7,0.07
ORD0759,2025-07-02,ColdChain Dairy,Dairy,Dandenong,215,4.2,879.68,1,1,1,4,0.04
ORD0760,2025-09-06,Pacific Produce,Produce,Tullamarine,237,3.5,856.75,1,2,1,6,0.06
ORD0761,2025-10-18,GrocerPlus,Snacks,Laverton,334,2.1,707.35,8,5,0,1,0.01
ORD0762,2025-11-21,DrinksCo,Beverages,Tullamarine,359,1.9,669.31,5,4,1,1,0.01
ORD0763,2025-09-15,BakeryDirect,Bakery,Tullamarine,390,2.8,1079.82,1,1,1,5,0.05
ORD0764,2025-09-20,BakeryDirect,Bakery,Dandenong,226,2.8,662.08,1,1,1,4,0.04
ORD0765,2025-11-25,FreshFarm Co,Produce,Tullamarine,89,3.5,317.52,4,2,0,7,0.07
ORD0766,2025-10-14,SnackHouse,Snacks,Dandenong,145,2.1,311.04,5,5,1,1,0.01
ORD0767,2025-09-23,SeaFresh,Frozen,Tullamarine,411,6.5,2680.44,3,3,1,2,0.02
ORD0768,2025-08-17,FreshFarm Co,Produce,Tullamarine,207,3.5,738.87,1,2,1,4,0.04
ORD0769,2025-11-01,SnackHouse,Snacks,Tullamarine,126,2.1,267.15,5,5,0,2,0.02
ORD0770,2025-06-18,DrinksCo,Beverages,Dandenong,294,1.9,573.19,5,4,1,1,0.01
