year,month,quarter,state,brand,body_type,fuel_type,sale_price
2021,4,2,WA,Tesla,SUV,Electric,152400.0
2020,10,4,QLD,Hyundai,SUV,Petrol,33900.0
2023,12,4,VIC,Tesla,Ute,Electric,143600.0
2021,6,2,WA,Tesla,Sedan,Electric,123800.0
2022,11,4,QLD,Nissan,SUV,Petrol,40800.0
2022,12,4,NSW,Toyota,Sedan,Petrol,40400.0
2023,10,4,VIC,Mazda,SUV,Petrol,44500.0
2024,2,1,VIC,Toyota,Hatchback,Hybrid,44900.0
2024,7,3,NSW,Nissan,SUV,Petrol,42700.0
2022,7,3,SA,BYD,Hatchback,Electric,72100.0
2024,11,4,NSW,Kia,Sedan,Electric,50100.0
2023,4,2,QLD,Toyota,Sedan,Diesel,43000.0
2023,4,2,VIC,Mazda,SUV,Diesel,47500.0
2024,1,1,NSW,Mazda,Van,Petrol,41100.0
2020,2,1,SA,Kia,SUV,Diesel,38300.0
2019,9,3,WA,Mazda,Sedan,Petrol,31700.0
2024,10,4,VIC,Toyota,Wagon,Petrol,48600.0
2022,8,3,NSW,Tesla,Hatchback,Electric,125400.0
2024,8,3,NSW,Hyundai,Sedan,Electric,57000.0
2024,9,3,VIC,Ford,Wagon,Petrol,52100.0
2019,7,3,NSW,Toyota,Ute,Petrol,46700.0
2024,9,3,VIC,Isuzu,SUV,Diesel,83400.0
2022,10,4,ACT,Kia,SUV,Diesel,41400.0
2022,12,4,VIC,Nissan,SUV,Petrol,39100.0
2023,2,1,WA,Ford,SUV,Hybrid,75400.0
2024,6,2,QLD,Nissan,Ute,Hybrid,46900.0
2019,3,1,VIC,Nissan,Sedan,Diesel,38400.0
2022,11,4,WA,Kia,SUV,Petrol,36300.0
2023,6,2,VIC,Nissan,Hatchback,Electric,52300.0
2023,3,1,WA,Hyundai,SUV,Petrol,42000.0
2023,8,3,NSW,Hyundai,Wagon,Diesel,42400.0
2020,11,4,NSW,Toyota,Van,Petrol,44100.0
2021,4,2,WA,Mitsubishi,Van,Diesel,48200.0
2021,12,4,VIC,Tesla,Hatchback,Electric,122300.0
2024,10,4,WA,BYD,SUV,Electric,106500.0
2021,6,2,SA,Toyota,Sedan,Petrol,37900.0
2020,9,3,NSW,Ford,SUV,Petrol,57600.0
2024,2,1,VIC,Toyota,SUV,Hybrid,61600.0
2019,2,1,VIC,Mitsubishi,Sedan,Petrol,38400.0
2024,7,3,QLD,Toyota,SUV,Petrol,46500.0
2023,2,1,QLD,Nissan,Van,Diesel,41100.0
2024,2,1,NSW,Mazda,Hatchback,Hybrid,39600.0
2021,4,2,VIC,Mazda,SUV,Petrol,40900.0
2019,9,3,QLD,Isuzu,Sedan,Petrol,54900.0
2023,8,3,NSW,Ford,Sedan,Electric,82500.0
2024,2,1,WA,Toyota,Hatchback,Diesel,40400.0
2023,8,3,QLD,Ford,Ute,Petrol,55400.0
2020,4,2,SA,Toyota,SUV,Diesel,50500.0
2023,2,1,VIC,Nissan,Sedan,Diesel,39900.0
2023,11,4,NSW,Mitsubishi,Sedan,Petrol,40000.0
2023,10,4,VIC,Mazda,Van,Petrol,38800.0
2023,7,3,NSW,Kia,SUV,Petrol,39300.0
2024,6,2,ACT,Toyota,SUV,Hybrid,61900.0
2023,10,4,NSW,BYD,Hatchback,Electric,82300.0
2019,5,2,QLD,Nissan,Hatchback,Petrol,29300.0
2022,11,4,VIC,Nissan,Hatchback,Petrol,29700.0
2019,1,1,VIC,Hyundai,Sedan,Hybrid,38100.0
2022,2,1,NSW,Hyundai,Ute,Petrol,40400.0
2022,8,3,QLD,Toyota,Sedan,Diesel,46300.0
2019,1,1,VIC,Mitsubishi,SUV,Petrol,45900.0
2021,3,1,NSW,Kia,Sedan,Diesel,36800.0
2019,2,1,SA,Ford,SUV,Petrol,48500.0
2024,5,2,NSW,Nissan,SUV,Petrol,47000.0
2024,4,2,VIC,Toyota,Van,Diesel,55500.0
2019,7,3,VIC,Toyota,SUV,Diesel,50800.0
2024,5,2,NSW,Toyota,Van,Hybrid,57900.0
2022,8,3,SA,Mazda,SUV,Diesel,43700.0
2021,4,2,VIC,Toyota,SUV,Petrol,47400.0
2019,12,4,NSW,Kia,Sedan,Petrol,29200.0
2022,6,2,VIC,Hyundai,Ute,Diesel,41600.0
2024,4,2,QLD,Toyota,Sedan,Hybrid,51600.0
2023,2,1,VIC,BYD,Hatchback,Electric,79900.0
2019,1,1,QLD,Mazda,SUV,Diesel,39600.0
2019,1,1,NSW,Tesla,Hatchback,Electric,116400.0
2022,8,3,NSW,Hyundai,SUV,Diesel,42000.0
2021,4,2,WA,Kia,Hatchback,Petrol,25900.0
2020,5,2,NSW,Nissan,SUV,Petrol,41300.0
2021,11,4,WA,Toyota,Hatchback,Petrol,35300.0
2024,8,3,NSW,Kia,Ute,Electric,55800.0
2024,12,4,WA,Isuzu,SUV,Hybrid,93900.0
2022,7,3,VIC,Mitsubishi,Hatchback,Diesel,40100.0
2024,8,3,QLD,Mazda,SUV,Petrol,43600.0
2021,8,3,NSW,Hyundai,SUV,Petrol,38300.0
2022,6,2,NSW,Tesla,Hatchback,Electric,114900.0
2020,10,4,NSW,Nissan,SUV,Hybrid,50500.0
2023,2,1,NSW,Toyota,SUV,Electric,84600.0
2024,6,2,NSW,Toyota,Sedan,Petrol,45800.0
2023,1,1,VIC,Hyundai,Hatchback,Hybrid,38100.0
2021,1,1,VIC,Mazda,SUV,Petrol,42200.0
2023,11,4,QLD,Mazda,Sedan,Petrol,36700.0
2020,3,1,QLD,Mazda,Ute,Diesel,43100.0
2024,3,1,QLD,Mazda,Hatchback,Diesel,36600.0
2022,11,4,VIC,Toyota,Van,Hybrid,58600.0
2022,5,2,VIC,Nissan,Ute,Petrol,39300.0
2023,1,1,VIC,Toyota,Ute,Petrol,50900.0
2023,10,4,WA,Mazda,Sedan,Petrol,37700.0
2019,6,2,NSW,Mazda,SUV,Petrol,43000.0
2023,7,3,NSW,Nissan,Ute,Diesel,42600.0
2020,10,4,QLD,BYD,Wagon,Electric,86900.0
2023,12,4,NSW,BYD,Ute,Electric,109300.0
2024,11,4,WA,Toyota,SUV,Petrol,49100.0
2024,3,1,WA,Isuzu,Sedan,Diesel,74900.0
2022,4,2,NSW,Ford,Sedan,Petrol,51900.0
2022,10,4,NSW,Mazda,Ute,Hybrid,49400.0
2020,11,4,VIC,Kia,Ute,Diesel,37200.0
2023,10,4,QLD,Isuzu,Sedan,Diesel,69400.0
2021,12,4,NSW,BYD,SUV,Electric,105100.0
2022,10,4,QLD,Nissan,Van,Petrol,34100.0
2021,10,4,VIC,Nissan,Ute,Petrol,36600.0
2020,10,4,VIC,Mazda,SUV,Petrol,38800.0
2023,3,1,NSW,Ford,SUV,Petrol,58000.0
2019,1,1,QLD,Toyota,Hatchback,Petrol,31600.0
2023,8,3,NSW,Nissan,Hatchback,Petrol,33600.0
2021,10,4,WA,Toyota,SUV,Diesel,53400.0
2019,10,4,VIC,Nissan,SUV,Electric,62500.0
2022,2,1,VIC,Hyundai,SUV,Petrol,36800.0
2019,1,1,WA,Hyundai,SUV,Diesel,39600.0
2021,8,3,WA,Toyota,Sedan,Petrol,39700.0
2023,7,3,VIC,Hyundai,Sedan,Hybrid,43500.0
2019,7,3,NSW,Nissan,Ute,Diesel,42600.0
2024,4,2,QLD,Toyota,Ute,Electric,76500.0
2019,11,4,VIC,Ford,SUV,Petrol,50100.0
2020,9,3,NSW,Toyota,SUV,Petrol,49800.0
2023,6,2,SA,Hyundai,SUV,Petrol,37600.0
2021,2,1,NSW,Toyota,SUV,Petrol,51700.0
2019,1,1,NSW,Mazda,SUV,Hybrid,49900.0
2021,1,1,NSW,Nissan,Ute,Diesel,43700.0
2021,9,3,QLD,Ford,Hatchback,Diesel,41100.0
2024,4,2,QLD,Mazda,Ute,Diesel,45900.0
2021,5,2,NSW,Mitsubishi,Hatchback,Hybrid,41300.0
2024,3,1,VIC,Toyota,Ute,Diesel,50600.0
2024,4,2,VIC,Mazda,Ute,Petrol,40200.0
2022,12,4,QLD,Kia,SUV,Hybrid,46800.0
2024,8,3,NSW,Mazda,Wagon,Petrol,40000.0
2021,4,2,SA,Tesla,SUV,Electric,151200.0
2024,9,3,NSW,Ford,SUV,Petrol,65300.0
2019,9,3,TAS,BYD,SUV,Electric,93900.0
2023,6,2,NSW,Nissan,Wagon,Petrol,40900.0
2022,2,1,QLD,Toyota,Wagon,Diesel,48800.0
2021,12,4,NSW,Hyundai,Ute,Diesel,39500.0
2023,10,4,NSW,Hyundai,Sedan,Petrol,33000.0
2023,11,4,WA,Toyota,Sedan,Hybrid,53000.0
2019,7,3,WA,Isuzu,Wagon,Diesel,68200.0
2020,9,3,VIC,BYD,Ute,Electric,90000.0
2023,6,2,QLD,Ford,Van,Electric,81400.0
2023,3,1,VIC,Kia,SUV,Diesel,43000.0
2024,7,3,WA,Toyota,SUV,Hybrid,66000.0
2023,5,2,NSW,Kia,Hatchback,Hybrid,36500.0
2024,1,1,VIC,BYD,SUV,Electric,111300.0
2023,3,1,VIC,Kia,Van,Petrol,35200.0
2021,5,2,VIC,Mazda,Sedan,Petrol,35500.0
2019,7,3,WA,Tesla,Hatchback,Electric,115400.0
2024,3,1,NSW,Hyundai,SUV,Diesel,43700.0
2023,6,2,NSW,Kia,Ute,Petrol,37200.0
2019,5,2,VIC,Ford,Sedan,Petrol,46300.0
2021,1,1,QLD,Hyundai,Sedan,Petrol,30600.0
2024,10,4,NSW,Tesla,Sedan,Electric,138500.0
2022,6,2,VIC,Nissan,Van,Petrol,37100.0
2022,8,3,SA,Toyota,Ute,Petrol,42300.0
2022,1,1,NSW,Nissan,SUV,Diesel,45900.0
2020,2,1,QLD,Kia,Hatchback,Diesel,29700.0
2021,4,2,QLD,Tesla,SUV,Electric,146900.0
2021,12,4,VIC,Isuzu,SUV,Diesel,78500.0
2019,2,1,SA,Ford,SUV,Petrol,49000.0
2023,11,4,QLD,Isuzu,Hatchback,Diesel,57200.0
2022,9,3,VIC,Toyota,SUV,Petrol,52500.0
2024,10,4,VIC,Toyota,SUV,Petrol,51300.0
2024,8,3,QLD,Mitsubishi,Hatchback,Petrol,37300.0
2020,8,3,VIC,Nissan,Ute,Diesel,40700.0
2023,4,2,WA,Nissan,SUV,Diesel,48800.0
2022,5,2,VIC,Mitsubishi,Ute,Hybrid,52600.0
2024,4,2,NSW,Kia,Hatchback,Hybrid,34600.0
2020,9,3,NSW,Hyundai,SUV,Petrol,35600.0
2023,2,1,NSW,Nissan,Hatchback,Diesel,36300.0
2023,11,4,NSW,Hyundai,Sedan,Diesel,37100.0
2021,8,3,WA,BYD,Ute,Electric,95900.0
2020,2,1,QLD,Kia,Sedan,Petrol,30400.0
2023,1,1,QLD,Mitsubishi,Ute,Diesel,46100.0
2023,10,4,QLD,Hyundai,SUV,Electric,57600.0
2021,3,1,WA,Nissan,Ute,Diesel,44300.0
2023,9,3,VIC,Kia,SUV,Electric,60000.0
2022,12,4,WA,Nissan,Sedan,Petrol,36700.0
2023,3,1,VIC,Toyota,SUV,Petrol,49900.0
2020,9,3,SA,Kia,Hatchback,Petrol,24800.0
2024,7,3,QLD,Tesla,SUV,Electric,150000.0
2021,10,4,NSW,BYD,Sedan,Electric,94000.0
2021,1,1,VIC,Nissan,Sedan,Petrol,36500.0
2019,10,4,VIC,Toyota,Ute,Petrol,46800.0
2019,5,2,NSW,Toyota,Sedan,Diesel,43300.0
2022,9,3,VIC,Ford,Ute,Diesel,62700.0
2021,12,4,NSW,Toyota,SUV,Hybrid,59600.0
2024,3,1,NSW,Nissan,SUV,Electric,68700.0
2019,9,3,SA,Mazda,Sedan,Petrol,33100.0
2021,5,2,QLD,Ford,Van,Diesel,51400.0
2021,9,3,WA,Toyota,SUV,Petrol,46100.0
2019,10,4,QLD,Kia,SUV,Petrol,32700.0
2020,6,2,VIC,Hyundai,SUV,Diesel,42800.0
2022,9,3,VIC,Toyota,Ute,Petrol,46300.0
2022,7,3,QLD,Hyundai,SUV,Electric,56700.0
2022,7,3,ACT,Hyundai,Hatchback,Hybrid,40000.0
2022,8,3,NSW,Nissan,SUV,Hybrid,51200.0
2023,7,3,WA,Mazda,SUV,Electric,65300.0
2019,12,4,SA,Kia,SUV,Petrol,33400.0
2022,9,3,QLD,Nissan,Sedan,Petrol,35100.0
2024,11,4,SA,BYD,Ute,Electric,91600.0
2022,9,3,VIC,Nissan,SUV,Petrol,42500.0
2023,6,2,SA,Nissan,Van,Petrol,34100.0
2021,7,3,QLD,Ford,SUV,Petrol,53600.0
2023,2,1,NSW,Tesla,Ute,Electric,151100.0
2023,9,3,SA,Toyota,Sedan,Hybrid,47600.0
2022,12,4,VIC,Ford,SUV,Petrol,57200.0
2024,1,1,VIC,Isuzu,Hatchback,Electric,97200.0
2020,1,1,VIC,Kia,Hatchback,Diesel,30500.0
2019,3,1,NSW,Tesla,SUV,Electric,159000.0
2023,12,4,VIC,BYD,Sedan,Electric,93400.0
2024,6,2,WA,Mazda,SUV,Petrol,41600.0
2020,5,2,NSW,Nissan,Ute,Petrol,37300.0
2021,2,1,NSW,Ford,SUV,Petrol,60500.0
2019,9,3,NSW,Mazda,Hatchback,Petrol,31100.0
2021,10,4,VIC,Nissan,SUV,Petrol,43600.0
2023,4,2,QLD,Ford,SUV,Petrol,53300.0
2022,4,2,QLD,BYD,SUV,Electric,97300.0
2021,5,2,SA,Kia,SUV,Diesel,37200.0
2021,8,3,QLD,Hyundai,Sedan,Petrol,30100.0
2019,10,4,NSW,Isuzu,SUV,Diesel,76300.0
2021,4,2,SA,Kia,Ute,Diesel,35700.0
2023,5,2,QLD,Hyundai,SUV,Petrol,38900.0
2024,12,4,VIC,Toyota,Ute,Petrol,48000.0
2024,4,2,QLD,Nissan,Sedan,Hybrid,40500.0
2019,6,2,SA,Toyota,Wagon,Hybrid,48100.0
2024,12,4,QLD,Nissan,Wagon,Diesel,40500.0
2024,3,1,VIC,Hyundai,Hatchback,Petrol,30800.0
2024,8,3,QLD,Mitsubishi,Ute,Petrol,44200.0
2022,6,2,NSW,Nissan,SUV,Petrol,45000.0
2022,10,4,VIC,Toyota,Ute,Petrol,47500.0
2021,5,2,VIC,Kia,Van,Petrol,35900.0
2019,2,1,NSW,BYD,SUV,Electric,100000.0
2020,10,4,NSW,BYD,Sedan,Electric,84200.0
2020,10,4,NSW,Kia,SUV,Diesel,39700.0
2022,7,3,QLD,Mitsubishi,Sedan,Petrol,38000.0
2023,2,1,WA,BYD,Sedan,Electric,90800.0
2022,1,1,TAS,Isuzu,Sedan,Petrol,59500.0
2019,7,3,VIC,BYD,Sedan,Electric,79800.0
2024,5,2,VIC,Hyundai,Van,Petrol,38400.0
2024,1,1,SA,Nissan,Sedan,Hybrid,43800.0
2024,4,2,NSW,Ford,Hatchback,Diesel,51600.0
2024,12,4,QLD,Toyota,SUV,Electric,76400.0
2022,4,2,QLD,Hyundai,Sedan,Diesel,37200.0
2024,10,4,NSW,Toyota,Sedan,Petrol,44300.0
2019,7,3,WA,Toyota,SUV,Petrol,43200.0
2021,9,3,WA,Mazda,SUV,Diesel,47900.0
2020,2,1,NSW,Toyota,Sedan,Petrol,39200.0
2020,12,4,NSW,Tesla,Sedan,Electric,134000.0
2020,1,1,NSW,Toyota,Ute,Diesel,48100.0
2023,2,1,VIC,Mazda,SUV,Hybrid,50200.0
2024,7,3,VIC,Toyota,SUV,Hybrid,60400.0
2023,10,4,VIC,Toyota,Sedan,Petrol,42300.0
2020,6,2,NSW,Mazda,SUV,Diesel,43600.0
2024,4,2,SA,Kia,SUV,Diesel,38900.0
2023,1,1,VIC,Nissan,SUV,Petrol,44400.0
2021,1,1,NSW,Nissan,SUV,Petrol,43200.0
2023,5,2,NSW,Nissan,SUV,Diesel,50100.0
2021,1,1,VIC,Toyota,SUV,Petrol,50800.0
2021,12,4,VIC,Mazda,SUV,Petrol,41600.0
2024,7,3,NSW,Toyota,Ute,Petrol,52900.0
2021,11,4,NSW,BYD,SUV,Electric,105200.0
2022,1,1,WA,Toyota,Sedan,Petrol,41500.0
2024,1,1,TAS,Kia,Hatchback,Petrol,27500.0
2023,2,1,VIC,Mazda,Ute,Petrol,40200.0
2019,11,4,VIC,Mazda,SUV,Petrol,41700.0
2020,12,4,QLD,Nissan,Hatchback,Petrol,28000.0
2019,10,4,QLD,BYD,SUV,Electric,88300.0
2023,3,1,VIC,Isuzu,SUV,Electric,113800.0
2022,11,4,SA,Kia,Wagon,Petrol,30000.0
2020,1,1,VIC,Nissan,Hatchback,Petrol,31400.0
2024,9,3,VIC,Mitsubishi,Sedan,Petrol,44600.0
2022,10,4,QLD,Nissan,Ute,Hybrid,45100.0
2020,8,3,SA,Mazda,Ute,Petrol,35300.0
2022,5,2,QLD,Mitsubishi,SUV,Petrol,43000.0
2023,11,4,NSW,Tesla,SUV,Electric,172200.0
2019,2,1,VIC,Hyundai,Sedan,Petrol,29600.0
2021,5,2,VIC,Nissan,Hatchback,Electric,50000.0
2024,6,2,NSW,Nissan,SUV,Diesel,50200.0
2022,1,1,QLD,Ford,Ute,Petrol,54800.0
2022,11,4,WA,Hyundai,SUV,Petrol,39100.0
2022,4,2,QLD,Ford,Sedan,Petrol,47600.0
2019,9,3,TAS,Isuzu,Ute,Petrol,61400.0
2020,2,1,NSW,Mitsubishi,Ute,Diesel,49900.0
2022,5,2,WA,Toyota,SUV,Diesel,56600.0
2020,1,1,QLD,Kia,Sedan,Diesel,32400.0
2019,4,2,VIC,Toyota,Sedan,Petrol,39900.0
2024,4,2,QLD,BYD,SUV,Electric,111000.0
2024,6,2,NSW,Hyundai,SUV,Diesel,48800.0
2024,10,4,QLD,Ford,Ute,Petrol,55600.0
2024,9,3,VIC,BYD,Sedan,Electric,87000.0
2020,3,1,NSW,Toyota,SUV,Petrol,45600.0
2024,9,3,QLD,Toyota,Sedan,Diesel,48400.0
2020,6,2,QLD,Hyundai,Hatchback,Petrol,25000.0
2024,7,3,NSW,Mazda,SUV,Diesel,48600.0
2024,12,4,NSW,Hyundai,Ute,Hybrid,46600.0
2023,10,4,VIC,Nissan,SUV,Petrol,43400.0
2024,2,1,VIC,Isuzu,SUV,Electric,124200.0
2023,11,4,WA,Nissan,SUV,Petrol,41100.0
2021,10,4,SA,Nissan,Sedan,Petrol,30900.0
2022,6,2,VIC,Hyundai,Ute,Diesel,42400.0
2023,6,2,QLD,Mazda,SUV,Diesel,49000.0
2019,2,1,VIC,Mazda,Sedan,Petrol,31900.0
2023,2,1,QLD,Isuzu,Sedan,Hybrid,72400.0
2024,2,1,NSW,Tesla,SUV,Electric,171900.0
2020,10,4,VIC,Mazda,Sedan,Hybrid,44300.0
2024,12,4,QLD,Hyundai,Ute,Petrol,38600.0
2024,1,1,NSW,Kia,Hatchback,Electric,48200.0
2024,5,2,QLD,Kia,Hatchback,Diesel,32600.0
2024,8,3,WA,Nissan,SUV,Electric,64500.0
2022,2,1,VIC,Hyundai,Ute,Petrol,35200.0
2024,5,2,VIC,Nissan,SUV,Hybrid,54200.0
2023,12,4,WA,Ford,Ute,Petrol,57800.0
2020,8,3,QLD,BYD,Van,Electric,88400.0
2022,10,4,NSW,Nissan,SUV,Electric,70300.0
2023,5,2,VIC,Nissan,Sedan,Hybrid,46100.0
2020,2,1,QLD,Toyota,Ute,Petrol,44000.0
2023,3,1,VIC,Mazda,Ute,Petrol,39300.0
2023,6,2,NSW,Ford,SUV,Hybrid,69100.0
2020,11,4,NSW,Ford,Wagon,Diesel,56900.0
2023,11,4,WA,Mitsubishi,Sedan,Petrol,38700.0
2023,5,2,QLD,Nissan,SUV,Diesel,41800.0
2022,11,4,TAS,Toyota,SUV,Hybrid,57800.0
2019,4,2,QLD,Ford,Ute,Petrol,50900.0
2019,4,2,SA,Mazda,SUV,Petrol,35900.0
2021,5,2,NSW,Nissan,SUV,Hybrid,52800.0
2024,2,1,QLD,Nissan,Sedan,Petrol,33000.0
2020,9,3,NSW,Ford,Sedan,Petrol,45900.0
2023,2,1,QLD,Toyota,Ute,Petrol,46700.0
2020,10,4,VIC,BYD,SUV,Electric,104100.0
2021,2,1,VIC,Tesla,Ute,Electric,136400.0
2024,10,4,WA,Hyundai,Wagon,Electric,54700.0
2023,9,3,WA,Nissan,SUV,Petrol,40700.0
2019,3,1,NSW,Nissan,Ute,Diesel,44300.0
2022,10,4,QLD,Kia,Hatchback,Electric,42700.0
2019,7,3,VIC,Kia,Ute,Petrol,33000.0
2022,4,2,VIC,Mazda,Ute,Hybrid,47000.0
2023,6,2,WA,Kia,SUV,Petrol,38900.0
2019,4,2,NSW,Ford,Sedan,Diesel,51800.0
2021,10,4,SA,Hyundai,Sedan,Petrol,31600.0
2022,7,3,NSW,Toyota,Ute,Hybrid,56900.0
2024,1,1,QLD,Mazda,Wagon,Petrol,40800.0
2024,3,1,QLD,Mazda,SUV,Petrol,42600.0
2019,3,1,NSW,Kia,SUV,Hybrid,42600.0
2023,1,1,VIC,Mitsubishi,SUV,Petrol,47100.0
2021,6,2,WA,Mitsubishi,Ute,Diesel,47600.0
2022,11,4,QLD,Hyundai,SUV,Petrol,39600.0
2023,9,3,VIC,Ford,Sedan,Petrol,51500.0
2024,8,3,VIC,Isuzu,SUV,Hybrid,97800.0
2024,11,4,NSW,Ford,Sedan,Petrol,49500.0
2023,7,3,NSW,Nissan,SUV,Hybrid,50600.0
2021,10,4,VIC,Ford,Hatchback,Petrol,41900.0
2024,8,3,NSW,Mitsubishi,Sedan,Petrol,43900.0
2021,6,2,WA,Toyota,Van,Diesel,50000.0
2023,9,3,QLD,Mitsubishi,Sedan,Petrol,37300.0
2021,3,1,SA,Isuzu,SUV,Petrol,65100.0
2023,10,4,QLD,Nissan,SUV,Hybrid,48900.0
2020,10,4,SA,Nissan,Wagon,Petrol,35000.0
2020,9,3,VIC,Mazda,Ute,Petrol,39300.0
2024,4,2,QLD,Kia,SUV,Hybrid,44900.0
2019,7,3,ACT,Ford,Ute,Diesel,57100.0
2022,9,3,QLD,Kia,Sedan,Diesel,31900.0
2020,2,1,NSW,Toyota,SUV,Petrol,48100.0
2019,2,1,QLD,Nissan,SUV,Diesel,42400.0
2019,9,3,SA,Nissan,Hatchback,Petrol,28800.0
2020,12,4,QLD,Ford,SUV,Petrol,52200.0
2024,3,1,VIC,Mazda,SUV,Electric,66700.0
2021,9,3,QLD,Toyota,SUV,Petrol,47300.0
2024,5,2,TAS,Tesla,SUV,Electric,154600.0
2023,6,2,NSW,Hyundai,Sedan,Diesel,35800.0
2022,2,1,QLD,Nissan,SUV,Electric,64700.0
2023,8,3,NSW,Tesla,SUV,Electric,172400.0
2022,11,4,QLD,Mitsubishi,Van,Hybrid,49800.0
2023,9,3,QLD,Kia,SUV,Electric,57700.0
2021,2,1,NSW,Toyota,SUV,Petrol,50900.0
2021,6,2,NSW,Nissan,Sedan,Petrol,36200.0
2024,6,2,QLD,Mitsubishi,Sedan,Hybrid,45100.0
2024,8,3,NSW,Nissan,Ute,Petrol,40100.0
2024,10,4,NSW,Kia,SUV,Hybrid,47000.0
2022,12,4,WA,Tesla,Hatchback,Electric,120800.0
2024,5,2,VIC,Toyota,Ute,Petrol,48900.0
2022,9,3,VIC,Mitsubishi,Ute,Hybrid,54800.0
2022,1,1,SA,BYD,SUV,Electric,101900.0
2020,9,3,NSW,BYD,SUV,Electric,100100.0
2023,10,4,VIC,BYD,Sedan,Electric,94500.0
2020,7,3,QLD,Mazda,Hatchback,Petrol,28900.0
2021,4,2,QLD,Nissan,Sedan,Petrol,32400.0
2024,3,1,SA,Nissan,SUV,Diesel,43800.0
2020,10,4,SA,Toyota,SUV,Diesel,51700.0
2019,11,4,QLD,Nissan,Ute,Petrol,36500.0
2019,6,2,NSW,Mazda,Ute,Diesel,39800.0
2024,12,4,NSW,Tesla,SUV,Electric,179300.0
2022,1,1,VIC,Hyundai,SUV,Diesel,44800.0
2022,3,1,NSW,Nissan,SUV,Petrol,40500.0
2024,2,1,QLD,Toyota,Sedan,Hybrid,48100.0
2024,11,4,QLD,Kia,Ute,Petrol,34800.0
2021,9,3,NSW,Ford,Ute,Petrol,55300.0
2023,3,1,WA,Hyundai,Sedan,Diesel,37600.0
2023,2,1,NSW,Mitsubishi,SUV,Hybrid,58000.0
2023,4,2,VIC,Toyota,Ute,Electric,74200.0
2020,2,1,QLD,Tesla,Wagon,Electric,122400.0
2024,1,1,VIC,Nissan,Hatchback,Petrol,30600.0
2022,6,2,VIC,Isuzu,Hatchback,Petrol,56600.0
2021,10,4,NSW,Nissan,SUV,Petrol,40700.0
2022,8,3,VIC,Hyundai,Ute,Hybrid,45700.0
2019,10,4,QLD,Hyundai,Hatchback,Petrol,27500.0
2020,10,4,SA,Kia,Ute,Diesel,33400.0
2023,2,1,VIC,Toyota,SUV,Petrol,47300.0
2019,9,3,VIC,Nissan,Van,Diesel,36800.0
2022,3,1,QLD,Toyota,Sedan,Diesel,43800.0
2022,8,3,SA,Nissan,SUV,Electric,62200.0
2019,12,4,NSW,Toyota,SUV,Petrol,47600.0
2024,8,3,VIC,Isuzu,Ute,Diesel,82700.0
2020,3,1,QLD,Toyota,Sedan,Diesel,41100.0
2021,3,1,QLD,Toyota,SUV,Diesel,49400.0
2021,12,4,NSW,Tesla,Ute,Electric,146700.0
2020,6,2,QLD,Mazda,Ute,Petrol,37700.0
2019,1,1,NSW,Tesla,Ute,Electric,135600.0
2023,4,2,VIC,Kia,SUV,Electric,62400.0
2024,1,1,VIC,Toyota,Ute,Petrol,49800.0
2020,3,1,WA,Nissan,SUV,Petrol,38200.0
2023,9,3,VIC,Ford,SUV,Diesel,64700.0
2023,5,2,NSW,Tesla,SUV,Electric,175500.0
2024,12,4,NSW,Kia,Hatchback,Diesel,30900.0
2022,5,2,WA,Mitsubishi,SUV,Hybrid,54400.0
2021,11,4,NSW,Hyundai,SUV,Petrol,38700.0
2021,4,2,VIC,Mazda,SUV,Petrol,42900.0
2023,3,1,NSW,Kia,Sedan,Diesel,35400.0
2024,5,2,QLD,Ford,Van,Petrol,55600.0
2020,11,4,VIC,Hyundai,Van,Hybrid,42600.0
2021,4,2,VIC,Tesla,SUV,Electric,162400.0
2024,8,3,VIC,Tesla,SUV,Electric,161400.0
2024,4,2,WA,Toyota,SUV,Hybrid,65700.0
2024,11,4,VIC,Hyundai,Ute,Diesel,42100.0
2023,12,4,QLD,Ford,SUV,Petrol,54000.0
2022,8,3,WA,Toyota,SUV,Electric,80600.0
2023,6,2,SA,Mazda,Sedan,Petrol,32900.0
2023,12,4,VIC,Toyota,SUV,Petrol,54000.0
2019,11,4,SA,Nissan,SUV,Petrol,36000.0
2022,5,2,NSW,Tesla,SUV,Electric,172100.0
2023,4,2,VIC,Toyota,SUV,Petrol,51100.0
2020,4,2,WA,Toyota,Sedan,Diesel,45300.0
2024,12,4,NSW,Tesla,Wagon,Electric,139600.0
2023,4,2,NSW,Ford,SUV,Diesel,65900.0
2024,11,4,NSW,BYD,SUV,Electric,116100.0
2019,9,3,QLD,Nissan,Van,Hybrid,43000.0
2021,4,2,VIC,Mitsubishi,Hatchback,Petrol,32600.0
2023,12,4,QLD,Mazda,SUV,Diesel,45700.0
2021,9,3,WA,BYD,Ute,Electric,95600.0
2023,10,4,QLD,Nissan,SUV,Electric,59600.0
2023,6,2,NSW,Kia,Ute,Hybrid,45400.0
2019,10,4,SA,Tesla,Wagon,Electric,127100.0
2022,7,3,NSW,Hyundai,Sedan,Hybrid,40200.0
2022,12,4,NSW,Hyundai,Sedan,Petrol,33500.0
2021,10,4,NSW,Tesla,SUV,Electric,167400.0
2024,3,1,VIC,Nissan,Ute,Hybrid,47300.0
2024,8,3,NSW,Mitsubishi,Sedan,Petrol,43100.0
2023,3,1,NSW,BYD,Ute,Electric,107800.0
