date,city,month,day_of_year,temp_max,temp_min,temp_range,rainfall_mm,uv_index
2024-05-24,Perth,5,145,24.0,14.3,9.7,0.0,9.3
2024-05-25,Perth,5,146,21.4,13.6,7.8,0.0,9.5
2024-05-26,Perth,5,147,26.7,18.4,8.3,2.7,8.9
2024-05-27,Perth,5,148,20.5,13.3,7.2,0.0,8.0
2024-05-28,Perth,5,149,23.6,14.7,8.9,0.0,7.9
2024-05-29,Perth,5,150,17.9,8.9,9.0,0.0,8.2
2024-05-30,Perth,5,151,24.1,17.3,6.8,2.3,9.3
2024-05-31,Perth,5,152,23.4,13.3,10.1,0.0,8.0
2024-06-01,Perth,6,153,18.2,11.4,6.8,0.0,9.5
2024-06-02,Perth,6,154,16.4,8.5,7.9,0.1,9.0
2024-06-03,Perth,6,155,23.1,14.4,8.7,0.0,8.8
2024-06-04,Perth,6,156,18.2,8.2,10.0,0.0,8.1
2024-06-05,Perth,6,157,17.4,10.9,6.5,0.0,8.1
2024-06-06,Perth,6,158,21.5,12.2,9.3,0.0,8.1
2024-06-07,Perth,6,159,20.6,10.7,9.9,0.0,9.3
2024-06-08,Perth,6,160,17.1,9.9,7.2,0.2,9.3
2024-06-09,Perth,6,161,17.9,9.4,8.5,1.9,8.9
2024-06-10,Perth,6,162,17.4,7.0,10.4,0.0,8.7
2024-06-11,Perth,6,163,17.9,11.2,6.7,0.0,8.6
2024-06-12,Perth,6,164,20.6,9.6,11.0,0.0,8.8
2024-06-13,Perth,6,165,23.8,16.6,7.2,1.0,7.9
2024-06-14,Perth,6,166,19.9,8.4,11.5,0.0,8.6
2024-06-15,Perth,6,167,16.3,5.2,11.1,0.0,8.4
2024-06-16,Perth,6,168,16.9,9.8,7.1,0.5,9.0
2024-06-17,Perth,6,169,20.2,8.9,11.3,0.0,8.1
2024-06-18,Perth,6,170,16.2,7.1,9.1,0.0,9.1
2024-06-19,Perth,6,171,24.6,12.7,11.9,0.0,8.3
2024-06-20,Perth,6,172,24.0,15.2,8.8,0.0,7.7
2024-06-21,Perth,6,173,15.7,5.0,10.7,0.0,8.4
2024-06-22,Perth,6,174,19.6,12.2,7.4,0.0,8.3
2024-06-23,Perth,6,175,18.5,11.9,6.6,2.1,9.0
2024-06-24,Perth,6,176,18.6,7.6,11.0,0.0,8.6
2024-06-25,Perth,6,177,20.4,9.3,11.1,0.0,9.6
2024-06-26,Perth,6,178,19.0,7.2,11.8,0.0,8.7
2024-06-27,Perth,6,179,21.9,13.6,8.3,0.0,8.7
2024-06-28,Perth,6,180,19.6,8.9,10.7,2.9,8.6
2024-06-29,Perth,6,181,18.5,8.4,10.1,3.6,8.9
2024-06-30,Perth,6,182,17.9,10.4,7.5,0.0,9.5
2024-07-01,Perth,7,183,16.1,8.2,7.9,0.0,8.3
2024-07-02,Perth,7,184,21.5,11.1,10.4,1.6,9.4
2024-07-03,Perth,7,185,11.4,1.2,10.2,0.0,9.4
2024-07-04,Perth,7,186,13.9,3.8,10.1,0.0,9.2
2024-07-05,Perth,7,187,21.2,11.9,9.3,0.0,8.0
2024-07-06,Perth,7,188,12.6,5.3,7.3,0.0,9.1
2024-07-07,Perth,7,189,16.7,8.9,7.8,2.8,9.4
2024-07-08,Perth,7,190,18.9,11.7,7.2,2.1,7.8
2024-07-09,Perth,7,191,15.1,3.8,11.3,0.0,8.4
2024-07-10,Perth,7,192,20.4,11.7,8.7,0.0,8.0
2024-07-11,Perth,7,193,20.7,12.5,8.2,0.0,8.2
2024-07-12,Perth,7,194,18.8,10.1,8.7,0.0,7.9
2024-07-13,Perth,7,195,19.7,9.1,10.6,0.0,9.5
2024-07-14,Perth,7,196,15.0,6.5,8.5,0.0,8.2
2024-07-15,Perth,7,197,18.1,8.1,10.0,0.0,7.8
2024-07-16,Perth,7,198,18.0,8.1,9.9,0.0,7.7
2024-07-17,Perth,7,199,17.4,6.3,11.1,4.0,8.4
2024-07-18,Perth,7,200,20.2,12.3,7.9,0.0,7.9
2024-07-19,Perth,7,201,19.8,9.9,9.9,0.0,9.2
2024-07-20,Perth,7,202,19.1,12.5,6.6,0.0,8.5
2024-07-21,Perth,7,203,19.1,11.3,7.8,0.0,8.7
2024-07-22,Perth,7,204,19.9,11.8,8.1,0.0,8.6
2024-07-23,Perth,7,205,20.5,8.6,11.9,0.0,8.2
2024-07-24,Perth,7,206,19.8,13.5,6.3,0.0,9.4
2024-07-25,Perth,7,207,18.3,6.7,11.6,2.0,8.8
2024-07-26,Perth,7,208,20.6,11.9,8.7,0.0,8.8
2024-07-27,Perth,7,209,15.8,4.5,11.3,0.0,7.7
2024-07-28,Perth,7,210,13.7,2.2,11.5,0.0,7.8
2024-07-29,Perth,7,211,18.8,12.2,6.6,2.8,9.4
2024-07-30,Perth,7,212,19.2,11.1,8.1,1.5,9.2
2024-07-31,Perth,7,213,17.1,6.2,10.9,0.0,9.3
2024-08-01,Perth,8,214,21.7,14.3,7.4,1.0,9.4
2024-08-02,Perth,8,215,18.3,7.5,10.8,0.0,9.0
2024-08-03,Perth,8,216,20.7,11.7,9.0,0.0,8.7
2024-08-04,Perth,8,217,19.0,12.7,6.3,0.0,7.9
2024-08-05,Perth,8,218,20.7,11.5,9.2,0.0,8.6
2024-08-06,Perth,8,219,17.2,9.8,7.4,0.0,8.6
2024-08-07,Perth,8,220,15.0,3.6,11.4,0.5,9.4
2024-08-08,Perth,8,221,18.7,7.9,10.8,0.0,8.2
2024-08-09,Perth,8,222,16.4,6.3,10.1,1.8,9.1
2024-08-10,Perth,8,223,21.0,11.7,9.3,0.0,7.7
2024-08-11,Perth,8,224,20.1,8.6,11.5,2.6,8.0
2024-08-12,Perth,8,225,20.4,12.3,8.1,0.0,8.0
2024-08-13,Perth,8,226,15.9,6.2,9.7,1.2,7.7
2024-08-14,Perth,8,227,20.5,9.1,11.4,0.0,8.4
2024-08-15,Perth,8,228,17.1,11.0,6.1,0.0,9.1
2024-08-16,Perth,8,229,17.5,8.4,9.1,0.0,7.8
2024-08-17,Perth,8,230,18.3,8.2,10.1,0.0,8.7
2024-08-18,Perth,8,231,20.9,14.6,6.3,2.6,8.3
2024-08-19,Perth,8,232,15.7,7.8,7.9,0.0,9.4
2024-08-20,Perth,8,233,19.9,13.8,6.1,0.0,8.7
2024-08-21,Perth,8,234,20.5,9.5,11.0,0.0,9.0
2024-08-22,Perth,8,235,19.6,11.9,7.7,0.1,8.5
2024-08-23,Perth,8,236,16.7,6.8,9.9,0.0,9.1
2024-08-24,Perth,8,237,17.9,11.4,6.5,0.0,7.7
2024-08-25,Perth,8,238,18.7,9.5,9.2,0.0,9.1
2024-08-26,Perth,8,239,18.9,10.7,8.2,0.0,8.9
2024-08-27,Perth,8,240,16.6,10.3,6.3,0.0,9.4
2024-08-28,Perth,8,241,14.2,3.2,11.0,0.0,8.8
2024-08-29,Perth,8,242,20.6,8.8,11.8,2.1,9.3
2024-08-30,Perth,8,243,18.1,7.0,11.1,0.0,9.2
2024-08-31,Perth,8,244,16.7,6.3,10.4,0.0,9.3
2024-09-01,Perth,9,245,22.7,12.6,10.1,4.1,8.0
2024-09-02,Perth,9,246,21.3,10.6,10.7,0.0,7.8
2024-09-03,Perth,9,247,25.4,16.1,9.3,1.0,8.7
2024-09-04,Perth,9,248,23.9,12.4,11.5,0.0,9.0
2024-09-05,Perth,9,249,19.8,11.2,8.6,0.0,7.7
2024-09-06,Perth,9,250,21.5,11.8,9.7,0.0,8.4
2024-09-07,Perth,9,251,24.4,14.3,10.1,0.0,8.0
2024-09-08,Perth,9,252,21.1,12.7,8.4,0.0,8.7
2024-09-09,Perth,9,253,21.2,10.0,11.2,1.0,8.0
2024-09-10,Perth,9,254,23.8,17.6,6.2,0.0,7.6
2024-09-11,Perth,9,255,22.7,14.3,8.4,0.0,8.1
2024-09-12,Perth,9,256,19.4,9.8,9.6,0.0,8.2
2024-09-13,Perth,9,257,15.8,9.7,6.1,0.0,8.4
2024-09-14,Perth,9,258,24.9,14.9,10.0,0.0,8.6
2024-09-15,Perth,9,259,22.2,11.7,10.5,3.2,7.7
2024-09-16,Perth,9,260,20.7,10.5,10.2,0.0,8.7
2024-09-17,Perth,9,261,22.3,11.3,11.0,0.0,8.2
2024-09-18,Perth,9,262,20.1,10.7,9.4,2.8,8.3
2024-09-19,Perth,9,263,20.8,11.9,8.9,0.9,7.8
2024-09-20,Perth,9,264,16.8,7.5,9.3,0.1,8.7
2024-09-21,Perth,9,265,19.3,7.3,12.0,0.0,8.8
2024-09-22,Perth,9,266,21.1,13.8,7.3,0.0,7.8
2024-09-23,Perth,9,267,25.3,17.2,8.1,0.0,8.1
2024-09-24,Perth,9,268,23.7,13.2,10.5,3.3,9.3
2024-09-25,Perth,9,269,21.4,14.3,7.1,0.0,9.4
2024-09-26,Perth,9,270,19.8,13.4,6.4,0.0,7.7
2024-09-27,Perth,9,271,19.3,12.6,6.7,0.0,8.0
2024-09-28,Perth,9,272,21.3,10.7,10.6,0.2,8.3
2024-09-29,Perth,9,273,27.0,15.9,11.1,0.0,8.2
2024-09-30,Perth,9,274,23.8,17.1,6.7,0.2,8.9
2024-10-01,Perth,10,275,28.8,20.4,8.4,6.5,9.0
2024-10-02,Perth,10,276,22.8,15.0,7.8,0.4,8.3
2024-10-03,Perth,10,277,25.9,15.7,10.2,0.0,9.3
2024-10-04,Perth,10,278,24.9,13.5,11.4,0.0,7.8
2024-10-05,Perth,10,279,25.4,14.6,10.8,0.0,8.2
2024-10-06,Perth,10,280,26.3,20.2,6.1,0.6,7.8
2024-10-07,Perth,10,281,26.8,17.6,9.2,0.0,8.0
2024-10-08,Perth,10,282,31.8,24.0,7.8,1.8,7.6
2024-10-09,Perth,10,283,25.0,15.7,9.3,0.0,8.8
2024-10-10,Perth,10,284,24.7,13.7,11.0,0.0,9.5
2024-10-11,Perth,10,285,27.3,17.5,9.8,0.7,7.9
2024-10-12,Perth,10,286,22.8,13.6,9.2,1.2,7.8
2024-10-13,Perth,10,287,23.8,16.3,7.5,0.0,8.2
2024-10-14,Perth,10,288,23.0,13.5,9.5,0.0,8.9
2024-10-15,Perth,10,289,20.6,9.1,11.5,1.0,8.3
2024-10-16,Perth,10,290,22.6,12.5,10.1,0.0,8.3
2024-10-17,Perth,10,291,25.8,19.6,6.2,0.6,8.5
2024-10-18,Perth,10,292,21.1,11.6,9.5,9.6,8.4
2024-10-19,Perth,10,293,23.2,14.1,9.1,0.0,8.2
2024-10-20,Perth,10,294,21.7,13.5,8.2,2.0,9.5
2024-10-21,Perth,10,295,24.7,16.3,8.4,0.0,9.1
2024-10-22,Perth,10,296,20.0,9.6,10.4,0.0,8.9
2024-10-23,Perth,10,297,22.8,14.7,8.1,0.6,9.5
2024-10-24,Perth,10,298,22.9,13.9,9.0,0.0,8.5
2024-10-25,Perth,10,299,22.0,15.2,6.8,0.0,9.2
2024-10-26,Perth,10,300,24.1,14.5,9.6,0.0,8.5
2024-10-27,Perth,10,301,29.9,22.5,7.4,0.8,8.5
2024-10-28,Perth,10,302,21.1,14.0,7.1,0.0,9.4
2024-10-29,Perth,10,303,26.2,14.7,11.5,0.0,9.2
2024-10-30,Perth,10,304,25.7,18.5,7.2,0.0,7.8
2024-10-31,Perth,10,305,28.8,18.5,10.3,0.0,8.5
2024-11-01,Perth,11,306,27.9,21.3,6.6,0.0,8.6
2024-11-02,Perth,11,307,28.0,19.3,8.7,0.0,8.4
2024-11-03,Perth,11,308,33.0,26.7,6.3,0.0,8.0
2024-11-04,Perth,11,309,32.0,25.0,7.0,0.5,8.5
2024-11-05,Perth,11,310,31.4,22.1,9.3,0.0,9.2
2024-11-06,Perth,11,311,30.9,21.8,9.1,3.6,9.5
2024-11-07,Perth,11,312,29.7,20.3,9.4,0.0,7.9
2024-11-08,Perth,11,313,29.6,22.0,7.6,0.0,9.0
2024-11-09,Perth,11,314,29.3,19.6,9.7,3.2,8.2
2024-11-10,Perth,11,315,28.4,17.2,11.2,0.0,9.4
2024-11-11,Perth,11,316,31.2,20.6,10.6,0.0,8.1
2024-11-12,Perth,11,317,30.0,18.8,11.2,0.0,8.7
2024-11-13,Perth,11,318,27.5,19.9,7.6,1.6,8.9
2024-11-14,Perth,11,319,28.7,18.1,10.6,2.6,8.6
2024-11-15,Perth,11,320,28.1,21.1,7.0,0.0,7.9
2024-11-16,Perth,11,321,30.5,22.5,8.0,0.0,9.0
2024-11-17,Perth,11,322,28.8,19.6,9.2,0.0,8.2
2024-11-18,Perth,11,323,27.8,17.6,10.2,0.0,8.0
2024-11-19,Perth,11,324,30.3,24.2,6.1,0.9,9.5
2024-11-20,Perth,11,325,30.0,22.9,7.1,1.0,7.6
2024-11-21,Perth,11,326,29.2,17.3,11.9,0.0,8.9
2024-11-22,Perth,11,327,26.3,19.1,7.2,0.0,8.1
2024-11-23,Perth,11,328,33.4,23.4,10.0,0.0,7.9
2024-11-24,Perth,11,329,28.6,22.6,6.0,0.0,7.6
2024-11-25,Perth,11,330,29.4,22.9,6.5,0.0,9.3
2024-11-26,Perth,11,331,27.2,15.4,11.8,0.0,9.6
2024-11-27,Perth,11,332,29.6,20.2,9.4,3.5,8.9
2024-11-28,Perth,11,333,35.1,24.2,10.9,0.0,9.4
2024-11-29,Perth,11,334,24.6,13.2,11.4,0.0,7.8
2024-11-30,Perth,11,335,27.9,18.7,9.2,0.0,8.0
2024-12-01,Perth,12,336,31.0,21.5,9.5,0.0,8.7
2024-12-02,Perth,12,337,30.8,21.7,9.1,4.3,8.7
2024-12-03,Perth,12,338,33.0,26.9,6.1,0.0,8.6
2024-12-04,Perth,12,339,32.8,25.9,6.9,0.0,8.6
2024-12-05,Perth,12,340,29.6,20.1,9.5,0.0,8.7
2024-12-06,Perth,12,341,33.3,24.4,8.9,0.0,8.2
2024-12-07,Perth,12,342,34.0,27.6,6.4,9.9,8.8
2024-12-08,Perth,12,343,29.3,18.5,10.8,5.5,8.5
2024-12-09,Perth,12,344,31.6,21.4,10.2,0.4,9.4
2024-12-10,Perth,12,345,30.6,19.7,10.9,0.0,8.1
2024-12-11,Perth,12,346,33.3,24.7,8.6,0.0,8.8
2024-12-12,Perth,12,347,32.9,21.7,11.2,0.0,9.5
2024-12-13,Perth,12,348,30.2,22.1,8.1,0.0,8.4
2024-12-14,Perth,12,349,40.6,30.0,10.6,0.0,7.8
2024-12-15,Perth,12,350,29.5,20.1,9.4,1.8,8.2
2024-12-16,Perth,12,351,33.6,24.5,9.1,4.4,8.6
2024-12-17,Perth,12,352,30.1,19.1,11.0,0.0,9.5
2024-12-18,Perth,12,353,36.2,24.4,11.8,0.0,8.4
2024-12-19,Perth,12,354,35.1,24.0,11.1,0.1,9.4
2024-12-20,Perth,12,355,30.9,22.3,8.6,0.0,9.6
2024-12-21,Perth,12,356,28.9,17.1,11.8,0.0,9.0
2024-12-22,Perth,12,357,32.9,22.6,10.3,0.0,7.8
2024-12-23,Perth,12,358,30.2,21.1,9.1,0.0,8.8
2024-12-24,Perth,12,359,30.8,21.1,9.7,0.0,8.3
2024-12-25,Perth,12,360,29.9,20.9,9.0,0.0,9.2
2024-12-26,Perth,12,361,30.4,22.5,7.9,0.0,8.3
2024-12-27,Perth,12,362,27.2,18.9,8.3,0.0,8.8
2024-12-28,Perth,12,363,33.4,24.4,9.0,0.0,9.1
2024-12-29,Perth,12,364,36.0,24.6,11.4,0.0,9.5
2024-12-30,Perth,12,365,31.5,20.1,11.4,0.0,8.9
2024-12-31,Perth,12,366,32.9,23.3,9.6,0.0,7.9
2023-01-01,Adelaide,1,1,25.7,19.0,6.7,0.0,7.7
2023-01-02,Adelaide,1,2,28.6,22.6,6.0,0.1,7.2
2023-01-03,Adelaide,1,3,27.4,20.3,7.1,0.0,7.3
2023-01-04,Adelaide,1,4,33.8,26.7,7.1,0.1,7.3
2023-01-05,Adelaide,1,5,31.7,24.1,7.6,0.0,7.5
2023-01-06,Adelaide,1,6,30.3,22.5,7.8,4.4,6.8
2023-01-07,Adelaide,1,7,28.5,22.0,6.5,0.0,6.8
2023-01-08,Adelaide,1,8,29.2,17.2,12.0,0.0,6.6
2023-01-09,Adelaide,1,9,31.0,24.9,6.1,1.0,7.8
2023-01-10,Adelaide,1,10,29.9,20.5,9.4,0.0,7.1
2023-01-11,Adelaide,1,11,30.9,21.3,9.6,0.3,7.1
2023-01-12,Adelaide,1,12,32.4,20.6,11.8,1.8,6.6
2023-01-13,Adelaide,1,13,30.7,24.3,6.4,0.0,7.1
2023-01-14,Adelaide,1,14,33.3,22.8,10.5,0.0,6.5
2023-01-15,Adelaide,1,15,30.3,23.3,7.0,0.0,6.8
2023-01-16,Adelaide,1,16,28.4,21.6,6.8,0.0,6.3
2023-01-17,Adelaide,1,17,25.5,15.1,10.4,5.7,7.3
2023-01-18,Adelaide,1,18,30.6,24.1,6.5,0.0,7.6
2023-01-19,Adelaide,1,19,29.1,20.9,8.2,0.0,6.3
2023-01-20,Adelaide,1,20,30.2,19.6,10.6,0.0,6.2
2023-01-21,Adelaide,1,21,26.0,14.4,11.6,0.0,7.8
2023-01-22,Adelaide,1,22,26.7,15.5,11.2,0.0,6.8
2023-01-23,Adelaide,1,23,29.3,19.1,10.2,0.0,7.5
2023-01-24,Adelaide,1,24,29.5,18.6,10.9,0.0,7.8
2023-01-25,Adelaide,1,25,28.0,21.9,6.1,0.0,6.7
2023-01-26,Adelaide,1,26,33.5,26.4,7.1,0.9,7.0
2023-01-27,Adelaide,1,27,26.9,16.3,10.6,1.8,7.3
2023-01-28,Adelaide,1,28,33.4,23.8,9.6,0.0,7.3
2023-01-29,Adelaide,1,29,32.4,23.0,9.4,0.0,6.6
2023-01-30,Adelaide,1,30,28.4,22.0,6.4,0.0,6.2
2023-01-31,Adelaide,1,31,27.4,19.0,8.4,0.0,7.4
2023-02-01,Adelaide,2,32,30.3,20.5,9.8,0.0,6.0
2023-02-02,Adelaide,2,33,28.4,21.6,6.8,1.7,6.3
2023-02-03,Adelaide,2,34,27.6,15.7,11.9,0.0,7.6
2023-02-04,Adelaide,2,35,23.0,12.0,11.0,0.0,7.1
2023-02-05,Adelaide,2,36,28.7,18.8,9.9,0.0,6.6
2023-02-06,Adelaide,2,37,29.2,20.5,8.7,1.0,6.3
2023-02-07,Adelaide,2,38,27.8,17.5,10.3,0.0,7.1
2023-02-08,Adelaide,2,39,31.4,24.5,6.9,0.3,5.9
2023-02-09,Adelaide,2,40,29.0,17.5,11.5,0.0,6.5
2023-02-10,Adelaide,2,41,24.0,15.9,8.1,0.0,6.9
2023-02-11,Adelaide,2,42,32.1,22.7,9.4,0.0,6.0
2023-02-12,Adelaide,2,43,30.6,24.5,6.1,0.0,7.2
2023-02-13,Adelaide,2,44,27.8,20.8,7.0,2.4,6.4
2023-02-14,Adelaide,2,45,29.2,18.2,11.0,0.2,6.2
2023-02-15,Adelaide,2,46,26.6,18.5,8.1,0.0,7.3
2023-02-16,Adelaide,2,47,24.3,15.7,8.6,0.0,6.4
2023-02-17,Adelaide,2,48,24.9,18.4,6.5,0.5,5.9
2023-02-18,Adelaide,2,49,28.7,21.7,7.0,0.0,6.5
2023-02-19,Adelaide,2,50,29.3,22.1,7.2,0.0,6.4
2023-02-20,Adelaide,2,51,31.0,21.0,10.0,0.0,6.2
2023-02-21,Adelaide,2,52,31.6,21.0,10.6,0.0,5.9
2023-02-22,Adelaide,2,53,31.2,22.9,8.3,0.0,6.8
2023-02-23,Adelaide,2,54,28.7,17.1,11.6,1.1,7.6
2023-02-24,Adelaide,2,55,31.5,21.9,9.6,0.0,7.3
2023-02-25,Adelaide,2,56,30.2,19.2,11.0,4.0,7.6
2023-02-26,Adelaide,2,57,30.2,23.1,7.1,0.9,6.2
2023-02-27,Adelaide,2,58,30.1,20.9,9.2,0.0,7.6
2023-02-28,Adelaide,2,59,28.6,21.5,7.1,0.0,7.7
2023-03-01,Adelaide,3,60,29.3,17.4,11.9,0.0,6.3
2023-03-02,Adelaide,3,61,28.3,22.1,6.2,0.0,6.4
2023-03-03,Adelaide,3,62,23.5,15.6,7.9,0.0,6.9
2023-03-04,Adelaide,3,63,24.7,16.9,7.8,0.1,6.4
2023-03-05,Adelaide,3,64,30.6,21.7,8.9,0.1,6.3
2023-03-06,Adelaide,3,65,24.2,12.2,12.0,0.0,6.0
2023-03-07,Adelaide,3,66,29.6,20.3,9.3,1.7,7.4
2023-03-08,Adelaide,3,67,22.5,15.4,7.1,0.0,6.7
2023-03-09,Adelaide,3,68,25.6,18.7,6.9,1.8,6.3
2023-03-10,Adelaide,3,69,31.3,23.6,7.7,0.0,6.9
2023-03-11,Adelaide,3,70,24.4,12.9,11.5,3.1,7.7
2023-03-12,Adelaide,3,71,21.6,13.1,8.5,3.3,6.0
2023-03-13,Adelaide,3,72,29.9,19.3,10.6,0.0,7.0
2023-03-14,Adelaide,3,73,26.7,15.0,11.7,0.0,6.3
2023-03-15,Adelaide,3,74,28.1,19.7,8.4,0.0,7.3
2023-03-16,Adelaide,3,75,25.7,18.5,7.2,1.2,7.6
2023-03-17,Adelaide,3,76,26.1,19.1,7.0,1.2,6.5
2023-03-18,Adelaide,3,77,25.4,18.0,7.4,0.0,7.9
2023-03-19,Adelaide,3,78,28.9,18.4,10.5,2.1,6.6
2023-03-20,Adelaide,3,79,26.0,16.4,9.6,0.9,6.7
2023-03-21,Adelaide,3,80,27.8,17.7,10.1,5.7,7.4
2023-03-22,Adelaide,3,81,23.6,15.0,8.6,0.1,6.6
2023-03-23,Adelaide,3,82,25.3,16.7,8.6,0.0,7.7
2023-03-24,Adelaide,3,83,26.7,16.6,10.1,1.2,6.1
2023-03-25,Adelaide,3,84,28.2,19.8,8.4,1.0,6.6
2023-03-26,Adelaide,3,85,26.8,17.4,9.4,0.8,7.1
2023-03-27,Adelaide,3,86,22.9,14.6,8.3,0.0,7.1
2023-03-28,Adelaide,3,87,27.7,15.8,11.9,0.0,7.3
2023-03-29,Adelaide,3,88,26.5,18.8,7.7,0.0,7.3
2023-03-30,Adelaide,3,89,28.8,19.8,9.0,0.0,7.1
2023-03-31,Adelaide,3,90,27.8,21.5,6.3,0.0,6.4
2023-04-01,Adelaide,4,91,17.3,8.4,8.9,0.0,7.4
2023-04-02,Adelaide,4,92,20.0,11.1,8.9,0.0,6.6
2023-04-03,Adelaide,4,93,21.3,13.7,7.6,0.0,6.8
2023-04-04,Adelaide,4,94,23.3,14.9,8.4,0.0,7.0
2023-04-05,Adelaide,4,95,22.5,12.4,10.1,0.3,6.3
2023-04-06,Adelaide,4,96,19.3,10.7,8.6,0.0,6.4
2023-04-07,Adelaide,4,97,22.0,14.6,7.4,0.0,6.3
2023-04-08,Adelaide,4,98,21.6,9.9,11.7,0.0,7.3
2023-04-09,Adelaide,4,99,25.1,17.1,8.0,0.0,7.9
2023-04-10,Adelaide,4,100,21.7,12.6,9.1,0.0,7.5
2023-04-11,Adelaide,4,101,23.7,13.4,10.3,0.0,7.1
2023-04-12,Adelaide,4,102,23.3,12.4,10.9,0.0,6.5
2023-04-13,Adelaide,4,103,25.6,18.5,7.1,0.0,6.7
2023-04-14,Adelaide,4,104,22.0,12.4,9.6,0.8,7.4
2023-04-15,Adelaide,4,105,21.9,15.6,6.3,0.4,6.2
2023-04-16,Adelaide,4,106,23.1,13.3,9.8,0.0,6.0
2023-04-17,Adelaide,4,107,22.2,15.3,6.9,0.0,6.8
2023-04-18,Adelaide,4,108,23.7,13.3,10.4,0.5,6.7
2023-04-19,Adelaide,4,109,21.5,12.1,9.4,0.0,6.1
2023-04-20,Adelaide,4,110,19.2,10.1,9.1,0.0,7.1
2023-04-21,Adelaide,4,111,19.9,10.3,9.6,1.8,7.8
2023-04-22,Adelaide,4,112,20.2,12.9,7.3,0.0,6.9
2023-04-23,Adelaide,4,113,23.5,17.3,6.2,0.0,7.5
2023-04-24,Adelaide,4,114,23.4,16.0,7.4,0.0,7.6
2023-04-25,Adelaide,4,115,20.0,12.3,7.7,0.7,6.5
2023-04-26,Adelaide,4,116,23.9,12.5,11.4,0.0,7.8
2023-04-27,Adelaide,4,117,22.1,15.3,6.8,0.0,5.9
2023-04-28,Adelaide,4,118,20.5,14.0,6.5,0.0,6.2
2023-04-29,Adelaide,4,119,18.9,8.9,10.0,0.0,6.6
2023-04-30,Adelaide,4,120,22.0,12.4,9.6,0.0,6.9
2023-05-01,Adelaide,5,121,22.3,14.5,7.8,4.7,7.0
2023-05-02,Adelaide,5,122,18.9,12.6,6.3,0.0,7.3
2023-05-03,Adelaide,5,123,20.4,12.1,8.3,0.0,6.3
2023-05-04,Adelaide,5,124,20.1,9.4,10.7,0.0,7.7
2023-05-05,Adelaide,5,125,20.4,13.8,6.6,2.4,5.9
2023-05-06,Adelaide,5,126,21.3,9.8,11.5,0.0,6.1
2023-05-07,Adelaide,5,127,17.6,9.2,8.4,4.3,6.0
2023-05-08,Adelaide,5,128,22.6,10.8,11.8,0.0,7.0
2023-05-09,Adelaide,5,129,18.5,11.9,6.6,0.4,7.5
2023-05-10,Adelaide,5,130,19.3,7.9,11.4,2.0,6.8
2023-05-11,Adelaide,5,131,16.0,8.7,7.3,3.3,7.3
2023-05-12,Adelaide,5,132,15.9,6.9,9.0,0.0,6.1
2023-05-13,Adelaide,5,133,20.7,12.6,8.1,0.6,7.8
2023-05-14,Adelaide,5,134,14.2,4.5,9.7,0.0,5.9
2023-05-15,Adelaide,5,135,16.6,10.4,6.2,0.0,6.8
2023-05-16,Adelaide,5,136,18.5,8.0,10.5,0.1,7.6
2023-05-17,Adelaide,5,137,17.5,6.8,10.7,0.9,7.3
2023-05-18,Adelaide,5,138,22.5,10.9,11.6,0.0,7.4
2023-05-19,Adelaide,5,139,17.2,8.2,9.0,0.0,7.5
2023-05-20,Adelaide,5,140,20.2,13.8,6.4,0.6,6.4
2023-05-21,Adelaide,5,141,17.1,5.7,11.4,0.0,6.9
2023-05-22,Adelaide,5,142,17.8,6.4,11.4,0.0,7.6
2023-05-23,Adelaide,5,143,20.3,8.4,11.9,2.0,6.7
2023-05-24,Adelaide,5,144,11.7,1.6,10.1,7.5,7.1
2023-05-25,Adelaide,5,145,18.6,9.7,8.9,0.0,6.9
2023-05-26,Adelaide,5,146,15.9,8.7,7.2,0.0,6.1
2023-05-27,Adelaide,5,147,16.2,5.6,10.6,0.0,7.4
2023-05-28,Adelaide,5,148,16.4,6.4,10.0,0.0,6.6
2023-05-29,Adelaide,5,149,17.7,9.3,8.4,3.3,6.5
2023-05-30,Adelaide,5,150,20.5,13.6,6.9,0.9,6.5
2023-05-31,Adelaide,5,151,17.2,9.6,7.6,0.0,7.5
2023-06-01,Adelaide,6,152,17.1,8.4,8.7,0.0,7.3
2023-06-02,Adelaide,6,153,20.0,9.1,10.9,0.0,6.8
2023-06-03,Adelaide,6,154,17.1,9.6,7.5,0.0,6.9
2023-06-04,Adelaide,6,155,17.6,8.4,9.2,0.0,6.8
2023-06-05,Adelaide,6,156,20.9,14.5,6.4,0.7,7.3
2023-06-06,Adelaide,6,157,19.4,12.5,6.9,0.0,6.6
2023-06-07,Adelaide,6,158,15.6,6.9,8.7,0.7,7.2
2023-06-08,Adelaide,6,159,13.6,2.5,11.1,0.0,6.2
2023-06-09,Adelaide,6,160,18.3,11.0,7.3,0.0,7.6
2023-06-10,Adelaide,6,161,19.1,8.5,10.6,0.0,7.8
2023-06-11,Adelaide,6,162,17.9,7.3,10.6,0.0,6.0
2023-06-12,Adelaide,6,163,15.8,8.5,7.3,0.0,6.8
2023-06-13,Adelaide,6,164,14.0,6.5,7.5,0.0,6.1
2023-06-14,Adelaide,6,165,19.9,10.5,9.4,0.0,6.3
2023-06-15,Adelaide,6,166,17.8,6.1,11.7,0.5,6.9
2023-06-16,Adelaide,6,167,15.2,6.2,9.0,2.5,6.0
